IDStudent,IDSubject,Term,Grade
2151163001,CSE135,2,5.77
2151163121,CSE135,2,5.77
2151163653,CK793,1,5.78
2151163370,KT568,1,5.78
2151163516,CK796,1,5.78
2151163438,KT571,1,5.78
2151163538,CK791,1,5.78
2151163207,CSE129,1,5.78
2151163715,CK804,2,5.78
2151163455,KT575,2,5.78
2151163136,CSE130,2,5.78
2151163348,KT581,2,5.78
2151163412,KT581,2,5.78
2151163540,CK799,2,5.78
2151163045,CSE137,2,5.78
2151163513,CK789,1,5.79
2151163600,CK789,1,5.79
2151163598,CK793,1,5.79
2151163607,CK793,1,5.79
2151163612,CK794,1,5.79
2151163401,KT570,1,5.79
2151163736,CK790,1,5.79
2151163399,KT569,1,5.79
2151163065,CSE134,2,5.79
2151163393,KT578,2,5.79
2151163497,KT581,2,5.79
2151163694,CK798,2,5.79
2151163539,CK799,2,5.79
2151163351,KT582,2,5.79
2151163248,CSE125,1,5.8
2151163509,CK796,1,5.8
2151163426,KT570,1,5.8
2151163631,CK790,1,5.8
2151163046,CSE128,1,5.8
2151163501,CK802,2,5.8
2151163343,KT579,2,5.8
2151163436,KT579,2,5.8
2151163346,KT580,2,5.8
2151163481,KT580,2,5.8
2151163331,KT577,2,5.8
2151163071,CSE135,2,5.8
2151163085,CSE130,1,5.81
2151163151,CSE130,1,5.81
2151163035,CSE126,1,5.81
2151163410,KT568,1,5.81
2151163430,KT572,1,5.81
2151163628,CK802,2,5.81
2151163107,CSE132,2,5.81
2151163234,CSE133,2,5.81
2151163475,KT578,2,5.81
2151163193,CSE130,2,5.81
2151163203,CSE130,2,5.81
2151163007,CSE136,2,5.81
2151163077,CSE137,2,5.81
2151163093,CSE137,2,5.81
2151163104,CSE137,2,5.81
2151163067,CSE126,1,5.82
2151163443,KT567,1,5.82
2151163373,KT572,1,5.82
2151163363,KT569,1,5.82
2151163565,CK795,1,5.82
2151163064,CSE129,1,5.82
2151163595,CK797,2,5.82
2151163172,CSE132,2,5.82
2151163612,CK800,2,5.82
2151163319,KT580,2,5.82
2151163325,KT582,2,5.82
2151163109,CSE136,2,5.82
2151163581,CK789,1,5.83
2151163042,CSE124,1,5.83
2151163153,CSE126,1,5.83
2151163124,CSE125,1,5.83
2151163589,CK796,1,5.83
2151163671,CK790,1,5.83
2151163391,KT569,1,5.83
2151163444,KT569,1,5.83
2151163030,CSE133,2,5.83
2151163301,KT578,2,5.83
2151163024,CSE130,2,5.83
2151163504,CK794,1,5.84
2151163212,CSE130,1,5.84
2151163192,CSE125,1,5.84
2151163351,KT572,1,5.84
2151163394,KT573,1,5.84
2151163233,CSE128,1,5.84
2151163331,KT578,2,5.84
2151163664,CK800,2,5.84
2151163660,CK798,2,5.84
2151163564,CK799,2,5.84
2151163051,CSE136,2,5.84
2151163086,CSE137,2,5.84
2151163612,CK789,1,5.85
2151163235,CSE130,1,5.85
2151163583,CK796,1,5.85
2151163415,KT571,1,5.85
2151163196,CSE123,1,5.85
2151163348,KT574,1,5.85
2151163365,KT574,1,5.85
2151163002,CSE128,1,5.85
2151163131,CSE134,2,5.85
2151163452,KT579,2,5.85
2151163332,KT581,2,5.85
2151163406,KT577,2,5.85
2151163104,CSE136,2,5.85
2151163589,CK789,1,5.86
2151163605,CK793,1,5.86
2151163183,CSE130,1,5.86
2151163287,KT572,1,5.86
2151163056,CSE123,1,5.86
2151163706,CK795,1,5.86
2151163088,CSE128,1,5.86
2151163195,CSE128,1,5.86
2151163741,CK801,2,5.86
2151163626,CK802,2,5.86
2151163006,CSE138,2,5.86
2151163160,CSE138,2,5.86
2151163328,KT576,2,5.86
2151163037,CSE133,2,5.86
2151163660,CK800,2,5.86
2151163548,CK798,2,5.86
2151163669,CK798,2,5.86
2151163647,CK792,1,5.87
2151163059,CSE123,1,5.87
2151163246,CSE133,2,5.87
2151163013,CSE130,2,5.87
2151163576,CK799,2,5.87
2151163253,KT582,2,5.87
2151163220,CSE136,2,5.87
2151163507,CK789,1,5.88
2151163521,CK792,1,5.88
2151163488,KT569,1,5.88
2151163610,CK791,1,5.88
2151163035,CSE127,1,5.88
2151163288,KT574,1,5.88
2151163661,CK801,2,5.88
2151163582,CK802,2,5.88
2151163362,KT580,2,5.88
2151163392,KT580,2,5.88
2151163064,CSE130,2,5.88
2151163109,CSE137,2,5.88
2151163692,CK794,1,5.89
2151163075,CSE124,1,5.89
2151163192,CSE124,1,5.89
2151163744,CK796,1,5.89
2151163392,KT571,1,5.89
2151163267,KT572,1,5.89
2151163626,CK791,1,5.89
2151163181,CSE127,1,5.89
2151163694,CK802,2,5.89
2151163135,CSE138,2,5.89
2151163186,CSE138,2,5.89
2151163245,CSE132,2,5.89
2151163197,CSE134,2,5.89
2151163364,KT576,2,5.89
2151163314,KT578,2,5.89
2151163692,CK799,2,5.89
2151163326,KT582,2,5.89
2151163543,CK794,1,5.9
2151163607,CK794,1,5.9
2151163645,CK794,1,5.9
2151163546,CK792,1,5.9
2151163448,KT567,1,5.9
2151163492,KT571,1,5.9
2151163619,CK791,1,5.9
2151163524,CK795,1,5.9
2151163718,CK802,2,5.9
2151163223,CSE134,2,5.9
2151163047,CSE133,2,5.9
2151163557,CK804,2,5.9
2151163619,CK800,2,5.9
2151163322,KT581,2,5.9
2151163596,CK798,2,5.9
2151163645,CK799,2,5.9
2151163538,CK793,1,5.91
2151163660,CK794,1,5.91
2151163748,CK794,1,5.91
2151163273,KT568,1,5.91
2151163349,KT570,1,5.91
2151163422,KT573,1,5.91
2151163694,CK790,1,5.91
2151163531,CK795,1,5.91
2151163124,CSE128,1,5.91
2151163730,CK802,2,5.91
2151163231,CSE138,2,5.91
2151163565,CK800,2,5.91
2151163574,CK800,2,5.91
2151163360,KT579,2,5.91
2151163461,KT579,2,5.91
2151163365,KT580,2,5.91
2151163381,KT580,2,5.91
2151163593,CK799,2,5.91
2151163675,CK799,2,5.91
2151163085,CSE136,2,5.91
2151163596,CK794,1,5.92
2151163514,CK796,1,5.92
2151163575,CK796,1,5.92
2151163186,CSE123,1,5.92
2151163519,CK790,1,5.92
2151163472,KT569,1,5.92
2151163656,CK795,1,5.92
2151163674,CK802,2,5.92
2151163022,CSE132,2,5.92
2151163323,KT576,2,5.92
2151163682,CK799,2,5.92
2151163055,CSE136,2,5.92
2151163179,CSE136,2,5.92
2151163506,CK789,1,5.93
2151163029,CSE130,1,5.93
2151163247,CSE126,1,5.93
2151163317,KT572,1,5.93
2151163225,CSE123,1,5.93
2151163428,KT573,1,5.93
2151163741,CK790,1,5.93
2151163586,CK791,1,5.93
2151163575,CK797,2,5.93
2151163585,CK797,2,5.93
2151163337,KT576,2,5.93
2151163592,CK804,2,5.93
2151163339,KT578,2,5.93
2151163270,KT577,2,5.93
2151163746,CK799,2,5.93
2151163162,CSE136,2,5.93
2151163547,CK789,1,5.94
2151163743,CK789,1,5.94
2151163397,KT571,1,5.94
2151163461,KT572,1,5.94
2151163298,KT573,1,5.94
2151163659,CK791,1,5.94
2151163357,KT574,1,5.94
2151163073,CSE133,2,5.94
2151163594,CK804,2,5.94
2151163307,KT581,2,5.94
2151163548,CK803,2,5.94
2151163242,CSE137,2,5.94
2151163606,CK789,1,5.95
2151163606,CK794,1,5.95
2151163018,CSE124,1,5.95
2151163284,KT568,1,5.95
2151163329,KT570,1,5.95
2151163639,CK792,1,5.95
2151163334,KT571,1,5.95
2151163661,CK790,1,5.95
2151163565,CK791,1,5.95
2151163204,CSE128,1,5.95
2151163598,CK801,2,5.95
2151163634,CK801,2,5.95
2151163116,CSE132,2,5.95
2151163370,KT579,2,5.95
2151163705,CK789,1,5.96
2151163383,KT568,1,5.96
2151163015,CSE125,1,5.96
2151163535,CK796,1,5.96
2151163252,KT570,1,5.96
2151163455,KT570,1,5.96
2151163267,KT573,1,5.96
2151163615,CK790,1,5.96
2151163596,CK795,1,5.96
2151163482,KT580,2,5.96
2151163138,CSE136,2,5.96
2151163528,CK789,1,5.97
2151163442,KT571,1,5.97
2151163465,KT571,1,5.97
2151163303,KT573,1,5.97
2151163664,CK791,1,5.97
2151163300,KT574,1,5.97
2151163378,KT574,1,5.97
2151163311,KT576,2,5.97
2151163513,CK800,2,5.97
2151163306,KT580,2,5.97
2151163343,KT580,2,5.97
2151163492,KT568,1,5.98
2151163190,CSE125,1,5.98
2151163393,KT570,1,5.98
2151163423,KT571,1,5.98
2151163101,CSE129,1,5.98
2151163549,CK797,2,5.98
2151163712,CK801,2,5.98
2151163225,CSE138,2,5.98
2151163121,CSE134,2,5.98
2151163656,CK804,2,5.98
2151163667,CK804,2,5.98
2151163402,KT580,2,5.98
2151163717,CK799,2,5.98
2151163511,CK803,2,5.98
2151163393,KT582,2,5.98
2151163202,CSE136,2,5.98
2151163237,CSE137,2,5.98
2151163119,CSE126,1,5.99
2151163281,KT568,1,5.99
2151163280,KT571,1,5.99
2151163263,KT573,1,5.99
2151163743,CK790,1,5.99
2151163540,CK795,1,5.99
2151163195,CSE129,1,5.99
2151163710,CK801,2,5.99
2151163381,KT575,2,5.99
2151163500,KT579,2,5.99
2151163487,KT577,2,5.99
2151163699,CK799,2,5.99
2151163740,CK803,2,5.99
2151163355,KT574,1,6
2151163394,KT578,2,6
2151163218,CSE126,1,6
2151163732,CK797,2,6
2151163515,CK799,2,6
2151163038,CSE128,1,6
2151163581,CK798,2,6
2151163494,KT575,2,6
2151163541,CK793,1,6
2151163093,CSE126,1,6
2151163673,CK804,2,6
2151163585,CK789,1,6
2151163596,CK789,1,6
2151163533,CK794,1,6
2151163289,KT567,1,6
2151163333,KT567,1,6
2151163267,KT571,1,6
2151163408,KT571,1,6
2151163286,KT573,1,6
2151163522,CK790,1,6
2151163561,CK795,1,6
2151163134,CSE127,1,6
2151163193,CSE129,1,6
2151163019,CSE138,2,6
2151163283,KT576,2,6
2151163068,CSE133,2,6
2151163315,KT578,2,6
2151163420,KT580,2,6
2151163440,KT580,2,6
2151163400,KT581,2,6
2151163206,CSE135,2,6
2151163187,CSE136,2,6
2151163042,CSE137,2,6
2151163286,KT569,1,6
2151163456,KT582,2,6
2151163536,CK791,1,6.01
2151163664,CK795,1,6.01
2151163354,KT576,2,6.01
2151163300,KT579,2,6.01
2151163426,KT579,2,6.01
2151163466,KT579,2,6.01
2151163330,KT577,2,6.01
2151163072,CSE136,2,6.01
2151163353,KT570,1,6.01
2151163398,KT567,1,6.01
2151163391,KT571,1,6.01
2151163592,CK790,1,6.01
2151163715,CK790,1,6.01
2151163400,KT574,1,6.01
2151163154,CSE133,2,6.01
2151163572,CK804,2,6.01
2151163056,CSE130,2,6.01
2151163282,KT577,2,6.01
2151163630,CK790,1,6.02
2151163687,CK790,1,6.02
2151163734,CK790,1,6.02
2151163506,CK797,2,6.02
2151163039,CSE134,2,6.02
2151163411,KT576,2,6.02
2151163000,CSE133,2,6.02
2151163474,KT578,2,6.02
2151163420,KT575,2,6.02
2151163373,KT582,2,6.02
2151163238,CSE136,2,6.02
2151163205,CSE137,2,6.02
2151163504,CK789,1,6.02
2151163517,CK790,1,6.02
2151163022,CSE129,1,6.02
2151163573,CK801,2,6.02
2151163638,CK801,2,6.02
2151163666,CK800,2,6.02
2151163590,CK799,2,6.02
2151163087,CSE135,2,6.02
2151163419,KT582,2,6.02
2151163105,CSE136,2,6.02
2151163354,KT570,1,6.03
2151163449,KT570,1,6.03
2151163324,KT569,1,6.03
2151163529,CK801,2,6.03
2151163378,KT581,2,6.03
2151163629,CK799,2,6.03
2151163654,CK803,2,6.03
2151163666,CK803,2,6.03
2151163232,CSE137,2,6.03
2151163464,KT572,1,6.03
2151163214,CSE123,1,6.03
2151163260,KT573,1,6.03
2151163713,CK790,1,6.03
2151163732,CK790,1,6.03
2151163172,CSE128,1,6.03
2151163565,CK797,2,6.03
2151163550,CK801,2,6.03
2151163138,CSE134,2,6.03
2151163354,KT579,2,6.03
2151163012,CSE130,2,6.03
2151163544,CK799,2,6.03
2151163648,CK799,2,6.03
2151163670,CK790,1,6.04
2151163341,KT569,1,6.04
2151163552,CK791,1,6.04
2151163648,CK795,1,6.04
2151163019,CSE127,1,6.04
2151163025,CSE127,1,6.04
2151163091,CSE127,1,6.04
2151163382,KT574,1,6.04
2151163694,CK801,2,6.04
2151163571,CK802,2,6.04
2151163092,CSE132,2,6.04
2151163291,KT579,2,6.04
2151163488,KT579,2,6.04
2151163258,KT580,2,6.04
2151163536,CK798,2,6.04
2151163235,CSE135,2,6.04
2151163272,KT582,2,6.04
2151163411,KT570,1,6.04
2151163359,KT567,1,6.04
2151163556,CK791,1,6.04
2151163582,CK791,1,6.04
2151163722,CK791,1,6.04
2151163647,CK795,1,6.04
2151163701,CK802,2,6.04
2151163314,KT576,2,6.04
2151163103,CSE133,2,6.04
2151163669,CK804,2,6.04
2151163312,KT579,2,6.04
2151163476,KT581,2,6.04
2151163561,CK798,2,6.04
2151163698,CK795,1,6.05
2151163217,CSE129,1,6.05
2151163608,CK797,2,6.05
2151163657,CK797,2,6.05
2151163700,CK797,2,6.05
2151163045,CSE138,2,6.05
2151163061,CSE133,2,6.05
2151163526,CK804,2,6.05
2151163415,KT581,2,6.05
2151163279,KT577,2,6.05
2151163013,CSE135,2,6.05
2151163163,CSE136,2,6.05
2151163564,CK792,1,6.05
2151163684,CK792,1,6.05
2151163294,KT572,1,6.05
2151163681,CK790,1,6.05
2151163143,CSE128,1,6.05
2151163212,CSE138,2,6.05
2151163213,CSE132,2,6.05
2151163652,CK800,2,6.05
2151163605,CK803,2,6.05
2151163060,CSE135,2,6.05
2151163236,CSE135,2,6.05
2151163589,CK791,1,6.06
2151163133,CSE127,1,6.06
2151163510,CK797,2,6.06
2151163516,CK797,2,6.06
2151163519,CK797,2,6.06
2151163608,CK798,2,6.06
2151163538,CK803,2,6.06
2151163685,CK803,2,6.06
2151163207,CSE136,2,6.06
2151163679,CK792,1,6.06
2151163253,KT567,1,6.06
2151163603,CK802,2,6.06
2151163028,CSE132,2,6.06
2151163640,CK800,2,6.06
2151163363,KT580,2,6.06
2151163201,CSE130,2,6.06
2151163321,KT581,2,6.06
2151163609,CK799,2,6.06
2151163392,KT572,1,6.07
2151163215,CSE123,1,6.07
2151163230,CSE123,1,6.07
2151163553,CK790,1,6.07
2151163743,CK801,2,6.07
2151163717,CK802,2,6.07
2151163206,CSE138,2,6.07
2151163373,KT576,2,6.07
2151163179,CSE133,2,6.07
2151163505,CK800,2,6.07
2151163709,CK800,2,6.07
2151163295,KT577,2,6.07
2151163398,KT582,2,6.07
2151163507,CK792,1,6.07
2151163466,KT574,1,6.07
2151163077,CSE129,1,6.07
2151163697,CK802,2,6.07
2151163247,CSE138,2,6.07
2151163144,CSE132,2,6.07
2151163002,CSE133,2,6.07
2151163501,CK804,2,6.07
2151163657,CK800,2,6.07
2151163114,CSE130,2,6.07
2151163745,CK798,2,6.07
2151163158,CSE136,2,6.07
2151163443,KT570,1,6.08
2151163374,KT567,1,6.08
2151163453,KT567,1,6.08
2151163402,KT572,1,6.08
2151163362,KT569,1,6.08
2151163728,CK791,1,6.08
2151163358,KT574,1,6.08
2151163667,CK800,2,6.08
2151163132,CSE130,2,6.08
2151163316,KT577,2,6.08
2151163419,KT570,1,6.08
2151163348,KT571,1,6.08
2151163499,KT573,1,6.08
2151163248,CSE127,1,6.08
2151163023,CSE128,1,6.08
2151163544,CK797,2,6.08
2151163348,KT576,2,6.08
2151163069,CSE133,2,6.08
2151163296,KT575,2,6.08
2151163285,KT577,2,6.08
2151163227,CSE137,2,6.08
2151163424,KT567,1,6.09
2151163122,CSE123,1,6.09
2151163062,CSE127,1,6.09
2151163570,CK797,2,6.09
2151163647,CK802,2,6.09
2151163455,KT578,2,6.09
2151163471,KT578,2,6.09
2151163151,CSE130,2,6.09
2151163327,KT581,2,6.09
2151163718,CK798,2,6.09
2151163061,CSE135,2,6.09
2151163016,CSE136,2,6.09
2151163581,CK794,1,6.09
2151163437,KT572,1,6.09
2151163244,CSE129,1,6.09
2151163193,CSE138,2,6.09
2151163014,CSE132,2,6.09
2151163375,KT576,2,6.09
2151163081,CSE133,2,6.09
2151163700,CK799,2,6.09
2151163352,KT582,2,6.09
2151163507,CK793,1,6.1
2151163621,CK793,1,6.1
2151163623,CK793,1,6.1
2151163107,CSE130,1,6.1
2151163150,CSE126,1,6.1
2151163397,KT568,1,6.1
2151163183,CSE125,1,6.1
2151163080,CSE127,1,6.1
2151163527,CK801,2,6.1
2151163214,CSE138,2,6.1
2151163580,CK804,2,6.1
2151163464,KT578,2,6.1
2151163594,CK800,2,6.1
2151163366,KT579,2,6.1
2151163497,KT577,2,6.1
2151163651,CK803,2,6.1
2151163610,CK793,1,6.1
2151163668,CK793,1,6.1
2151163502,CK794,1,6.1
2151163235,CSE124,1,6.1
2151163299,KT570,1,6.1
2151163305,KT570,1,6.1
2151163470,KT567,1,6.1
2151163379,KT571,1,6.1
2151163187,CSE123,1,6.1
2151163273,KT569,1,6.1
2151163028,CSE134,2,6.1
2151163001,CSE133,2,6.1
2151163269,KT578,2,6.1
2151163433,KT578,2,6.1
2151163621,CK798,2,6.1
2151163304,KT577,2,6.1
2151163188,CSE126,1,6.11
2151163525,CK796,1,6.11
2151163585,CK792,1,6.11
2151163237,CSE129,1,6.11
2151163509,CK802,2,6.11
2151163000,CSE138,2,6.11
2151163248,CSE133,2,6.11
2151163365,KT578,2,6.11
2151163273,KT581,2,6.11
2151163274,KT581,2,6.11
2151163385,KT577,2,6.11
2151163390,KT582,2,6.11
2151163065,CSE136,2,6.11
2151163156,CSE130,1,6.11
2151163091,CSE124,1,6.11
2151163127,CSE126,1,6.11
2151163549,CK792,1,6.11
2151163292,KT567,1,6.11
2151163443,KT569,1,6.11
2151163124,CSE129,1,6.11
2151163173,CSE129,1,6.11
2151163558,CK802,2,6.11
2151163070,CSE132,2,6.11
2151163641,CK804,2,6.11
2151163342,KT575,2,6.11
2151163376,KT577,2,6.11
2151163264,KT582,2,6.11
2151163559,CK793,1,6.12
2151163099,CSE130,1,6.12
2151163020,CSE125,1,6.12
2151163676,CK796,1,6.12
2151163697,CK796,1,6.12
2151163287,KT570,1,6.12
2151163584,CK792,1,6.12
2151163737,CK792,1,6.12
2151163299,KT573,1,6.12
2151163285,KT569,1,6.12
2151163715,CK791,1,6.12
2151163092,CSE127,1,6.12
2151163367,KT574,1,6.12
2151163508,CK801,2,6.12
2151163114,CSE134,2,6.12
2151163136,CSE133,2,6.12
2151163411,KT575,2,6.12
2151163377,KT580,2,6.12
2151163456,KT577,2,6.12
2151163528,CK799,2,6.12
2151163593,CK803,2,6.12
2151163694,CK794,1,6.12
2151163023,CSE124,1,6.12
2151163114,CSE124,1,6.12
2151163238,CSE124,1,6.12
2151163191,CSE126,1,6.12
2151163462,KT568,1,6.12
2151163612,CK796,1,6.12
2151163674,CK801,2,6.12
2151163236,CSE138,2,6.12
2151163160,CSE132,2,6.12
2151163168,CSE133,2,6.12
2151163279,KT578,2,6.12
2151163719,CK800,2,6.12
2151163750,CK803,2,6.12
2151163064,CSE124,1,6.13
2151163201,CSE125,1,6.13
2151163734,CK796,1,6.13
2151163383,KT570,1,6.13
2151163712,CK792,1,6.13
2151163283,KT573,1,6.13
2151163241,CSE138,2,6.13
2151163601,CK804,2,6.13
2151163038,CSE130,2,6.13
2151163157,CSE130,2,6.13
2151163226,CSE130,2,6.13
2151163366,KT581,2,6.13
2151163580,CK798,2,6.13
2151163591,CK803,2,6.13
2151163625,CK789,1,6.13
2151163724,CK789,1,6.13
2151163314,KT568,1,6.13
2151163060,CSE123,1,6.13
2151163155,CSE123,1,6.13
2151163267,KT569,1,6.13
2151163166,CSE128,1,6.13
2151163248,CSE134,2,6.13
2151163630,CK798,2,6.13
2151163264,KT577,2,6.13
2151163749,CK803,2,6.13
2151163592,CK793,1,6.14
2151163565,CK794,1,6.14
2151163155,CSE130,1,6.14
2151163392,KT568,1,6.14
2151163197,CSE125,1,6.14
2151163718,CK796,1,6.14
2151163156,CSE123,1,6.14
2151163217,CSE123,1,6.14
2151163475,KT574,1,6.14
2151163029,CSE129,1,6.14
2151163619,CK802,2,6.14
2151163030,CSE138,2,6.14
2151163058,CSE134,2,6.14
2151163347,KT581,2,6.14
2151163506,CK794,1,6.14
2151163137,CSE124,1,6.14
2151163600,CK796,1,6.14
2151163644,CK796,1,6.14
2151163500,KT570,1,6.14
2151163635,CK790,1,6.14
2151163072,CSE138,2,6.14
2151163243,CSE132,2,6.14
2151163265,KT576,2,6.14
2151163739,CK804,2,6.14
2151163396,KT579,2,6.14
2151163037,CSE137,2,6.14
2151163618,CK793,1,6.15
2151163720,CK793,1,6.15
2151163126,CSE130,1,6.15
2151163159,CSE124,1,6.15
2151163355,KT570,1,6.15
2151163292,KT571,1,6.15
2151163335,KT572,1,6.15
2151163141,CSE129,1,6.15
2151163546,CK801,2,6.15
2151163373,KT575,2,6.15
2151163503,CK803,2,6.15
2151163630,CK803,2,6.15
2151163132,CSE135,2,6.15
2151163074,CSE137,2,6.15
2151163642,CK796,1,6.15
2151163118,CSE123,1,6.15
2151163369,KT573,1,6.15
2151163628,CK790,1,6.15
2151163063,CSE129,1,6.15
2151163720,CK797,2,6.15
2151163026,CSE133,2,6.15
2151163541,CK800,2,6.15
2151163365,KT579,2,6.15
2151163112,CSE135,2,6.15
2151163187,CSE135,2,6.15
2151163066,CSE137,2,6.15
2151163504,CK793,1,6.16
2151163639,CK794,1,6.16
2151163021,CSE130,1,6.16
2151163110,CSE130,1,6.16
2151163151,CSE126,1,6.16
2151163324,KT568,1,6.16
2151163171,CSE125,1,6.16
2151163613,CK790,1,6.16
2151163159,CSE127,1,6.16
2151163413,KT574,1,6.16
2151163005,CSE128,1,6.16
2151163148,CSE128,1,6.16
2151163086,CSE138,2,6.16
2151163450,KT576,2,6.16
2151163592,CK798,2,6.16
2151163494,KT577,2,6.16
2151163479,KT582,2,6.16
2151163083,CSE136,2,6.16
2151163696,CK789,1,6.16
2151163596,CK793,1,6.16
2151163616,CK793,1,6.16
2151163398,KT568,1,6.16
2151163450,KT568,1,6.16
2151163017,CSE125,1,6.16
2151163439,KT567,1,6.16
2151163036,CSE123,1,6.16
2151163243,CSE123,1,6.16
2151163440,KT569,1,6.16
2151163582,CK795,1,6.16
2151163165,CSE132,2,6.16
2151163378,KT578,2,6.16
2151163347,KT577,2,6.16
2151163502,CK799,2,6.16
2151163563,CK793,1,6.17
2151163288,KT568,1,6.17
2151163395,KT568,1,6.17
2151163277,KT570,1,6.17
2151163296,KT572,1,6.17
2151163716,CK791,1,6.17
2151163244,CSE138,2,6.17
2151163022,CSE134,2,6.17
2151163268,KT578,2,6.17
2151163447,KT579,2,6.17
2151163426,KT580,2,6.17
2151163408,KT581,2,6.17
2151163707,CK794,1,6.17
2151163311,KT568,1,6.17
2151163708,CK796,1,6.17
2151163394,KT570,1,6.17
2151163092,CSE123,1,6.17
2151163100,CSE129,1,6.17
2151163702,CK797,2,6.17
2151163623,CK802,2,6.17
2151163712,CK802,2,6.17
2151163023,CSE132,2,6.17
2151163722,CK804,2,6.17
2151163137,CSE130,2,6.17
2151163254,KT581,2,6.17
2151163735,CK799,2,6.17
2151163050,CSE135,2,6.17
2151163219,CSE136,2,6.17
2151163167,CSE125,1,6.18
2151163739,CK796,1,6.18
2151163603,CK792,1,6.18
2151163458,KT567,1,6.18
2151163094,CSE129,1,6.18
2151163339,KT576,2,6.18
2151163703,CK804,2,6.18
2151163402,KT578,2,6.18
2151163295,KT579,2,6.18
2151163477,KT580,2,6.18
2151163384,KT581,2,6.18
2151163748,CK799,2,6.18
2151163106,CSE137,2,6.18
2151163740,CK794,1,6.18
2151163278,KT568,1,6.18
2151163416,KT568,1,6.18
2151163593,CK796,1,6.18
2151163349,KT571,1,6.18
2151163431,KT571,1,6.18
2151163072,CSE123,1,6.18
2151163177,CSE123,1,6.18
2151163272,KT573,1,6.18
2151163516,CK791,1,6.18
2151163708,CK791,1,6.18
2151163235,CSE128,1,6.18
2151163532,CK801,2,6.18
2151163084,CSE133,2,6.18
2151163621,CK804,2,6.18
2151163470,KT577,2,6.18
2151163021,CSE135,2,6.18
2151163100,CSE135,2,6.18
2151163637,CK789,1,6.19
2151163123,CSE130,1,6.19
2151163513,CK796,1,6.19
2151163532,CK796,1,6.19
2151163358,KT572,1,6.19
2151163586,CK795,1,6.19
2151163197,CSE132,2,6.19
2151163444,KT579,2,6.19
2151163136,CSE136,2,6.19
2151163595,CK789,1,6.19
2151163228,CSE125,1,6.19
2151163648,CK796,1,6.19
2151163541,CK801,2,6.19
2151163586,CK802,2,6.19
2151163507,CK804,2,6.19
2151163731,CK804,2,6.19
2151163586,CK799,2,6.19
2151163254,KT582,2,6.19
2151163224,CSE130,1,6.2
2151163121,CSE125,1,6.2
2151163745,CK792,1,6.2
2151163385,KT572,1,6.2
2151163058,CSE123,1,6.2
2151163392,KT569,1,6.2
2151163654,CK791,1,6.2
2151163664,CK804,2,6.2
2151163379,KT578,2,6.2
2151163454,KT578,2,6.2
2151163528,CK800,2,6.2
2151163369,KT575,2,6.2
2151163429,KT579,2,6.2
2151163109,CSE130,2,6.2
2151163480,KT581,2,6.2
2151163265,KT577,2,6.2
2151163696,CK792,1,6.21
2151163025,CSE123,1,6.21
2151163661,CK795,1,6.21
2151163063,CSE128,1,6.21
2151163082,CSE129,1,6.21
2151163675,CK802,2,6.21
2151163476,KT576,2,6.21
2151163488,KT578,2,6.21
2151163272,KT580,2,6.21
2151163628,CK798,2,6.21
2151163598,CK799,2,6.21
2151163017,CSE135,2,6.21
2151163689,CK792,1,6.22
2151163346,KT573,1,6.22
2151163650,CK795,1,6.22
2151163077,CSE127,1,6.22
2151163333,KT574,1,6.22
2151163405,KT574,1,6.22
2151163005,CSE133,2,6.22
2151163335,KT577,2,6.22
2151163521,CK799,2,6.22
2151163164,CSE136,2,6.22
2151163188,CSE130,1,6.23
2151163720,CK795,1,6.23
2151163728,CK802,2,6.23
2151163064,CSE134,2,6.23
2151163115,CSE133,2,6.23
2151163686,CK804,2,6.23
2151163406,KT575,2,6.23
2151163622,CK799,2,6.23
2151163284,KT582,2,6.23
2151163089,CSE136,2,6.23
2151163118,CSE137,2,6.23
2151163130,CSE125,1,6.24
2151163203,CSE123,1,6.24
2151163516,CK790,1,6.24
2151163510,CK791,1,6.24
2151163170,CSE138,2,6.24
2151163734,CK804,2,6.24
2151163704,CK803,2,6.24
2151163642,CK793,1,6.25
2151163657,CK796,1,6.25
2151163404,KT570,1,6.25
2151163645,CK792,1,6.25
2151163087,CSE123,1,6.25
2151163663,CK791,1,6.25
2151163141,CSE128,1,6.25
2151163045,CSE129,1,6.25
2151163297,KT578,2,6.25
2151163495,KT578,2,6.25
2151163607,CK798,2,6.25
2151163115,CSE137,2,6.25
2151163638,CK793,1,6.26
2151163745,CK794,1,6.26
2151163087,CSE130,1,6.26
2151163425,KT570,1,6.26
2151163204,CSE123,1,6.26
2151163486,KT569,1,6.26
2151163031,CSE128,1,6.26
2151163191,CSE129,1,6.26
2151163658,CK797,2,6.26
2151163482,KT578,2,6.26
2151163123,CSE135,2,6.26
2151163058,CSE130,1,6.27
2151163131,CSE130,1,6.27
2151163492,KT567,1,6.27
2151163377,KT573,1,6.27
2151163483,KT574,1,6.27
2151163573,CK797,2,6.27
2151163592,CK802,2,6.27
2151163650,CK802,2,6.27
2151163120,CSE134,2,6.27
2151163347,KT576,2,6.27
2151163387,KT576,2,6.27
2151163534,CK800,2,6.27
2151163327,KT575,2,6.27
2151163490,KT575,2,6.27
2151163320,KT577,2,6.27
2151163551,CK803,2,6.27
2151163561,CK803,2,6.27
2151163227,CSE136,2,6.27
2151163090,CSE137,2,6.27
2151163750,CK789,1,6.28
2151163244,CSE124,1,6.28
2151163160,CSE126,1,6.28
